,frca
31176,Not Available
31177,Not Available
31178,Not Available
31179,Not Available
31180,Not Available
31181,Not Available
31182,Not Available
31183,Not Available
31184,Not Available
31185,Not Available
31186,Available
31187,Not Available
31188,Not Available
31189,Not Available
31190,Not Available
31191,Not Available
31192,Not Available
31193,Not Available
31194,Not Available
31195,Not Available
31196,Not Available
31197,Not Available
31198,Not Available
31199,Not Available
31200,Not Available
31201,Not Available
31202,Available
31203,Not Available
31204,Not Available
31205,Not Available
31206,Not Available
31207,083920039
31208,Available
31209,Not Available
31210,Not Available
31211,Not Available
31212,Not Available
31213,Not Available
31214,Not Available
31215,Not Available
31216,Not Available
31217,Not Available
31218,Not Available
31219,Available
31220,Not Available
31221,Not Available
31222,Available
31223,Not Available
31224,Not Available
31225,Not Available
31226,Not Available
31227,Not Available
31228,Not Available
31229,Available
31230,Not Available
31231,Not Available
31232,Not Available
31233,Not Available
31234,Not Available
31235,Not Available
31236,Not Available
31237,Not Available
31238,Not Available
31239,Not Available
31240,Not Available
31241,Not Available
31242,Not Available
31243,Available
31244,083960044
31245,NA
31246,083970036
31247,083720128
31248,083781320
31249,083980077
31250,N.A.
31251,No
31252,None
31253,f22159
31254,817900000
31255,083910115
31256,N A
31257,nil
31258,083930223
31259,no
31260,083930253
31261,083930437
31262,083930253
31263,NIL
31264,NO
31265,FCRA being applied
31266,NO
31267,083770075
31268,No
31269,083780661
31270,no
31271,083740046/1991
31272,083780863
31273,no
31274,083780808
31275,f12322
31276,no
31277,083980076
31278,none
31279,f 9706
31280,083780743
31281,089380031
31282,nil
31283,083720087
31284,083920002
31285,083860222
31286,083970056
31287,NA
31288,4
31289,No
31290,083960074
31291,II/21022/68(0179)2009-FCR
31292,ll/21022/68(0179)2009-FCR
31293,083770019
31294,F13967
31295,NIL
31296,nil
31297,083790014
31298,Applied
31299,NA
31300,NO
31301,II/21022/68(0179)2009-FCR
31302,no
31303,083790013
31304,F/5289/Buldana
31305,none
31306,839165719
31307,nil
31308,not applicable
31309,yet not
31310,083781034
31311,no
31312,083770039
31313,083781229
31314,NONE
31315,083930437
31316,NO
31317,no
31318,NO
31319,none
31320,16548
31321,APPLIED
31322,083750097
31323,Nil
31324,NA
31325,083780805
31326,NO
31327,No
31328,Nil
31329,083990118
31330,68 0399 2008
31331,NONE
31332,083780697
31333,083790070
31334,083900049
31335,N A
31336,NA
31337,applied
31338,==
31339,F/8256
31340,083770025
31341,no
31342,FCR NO. 083790011
31343,NA
31344,083960059
31345,083780382
31346,083740084
31347,000401167805
31348,NA
31349,083810046
31350,083930402
31351,No
31352,No-but in process
31353,No
31354,083980097
31355,NO
31356,F11629
31357,NA
31358,NO
31359,NO
31360,083770035
31361,083840013
31362,NO
31363,na
31364,083930486 dated 12 August
31365,NO
31366,no
31367,11957
31368,N A
31369,80G
31370,n a
31371,N.A
31372,083870143
31373,no
31374,No
31375,no
31376,038780268 by Home Ministr
31377,NO
31378,083850025
31379,083860037
31380,Available
31381,Not Available
31382,Not Available
31383,Not Available
31384,Not Available
31385,Not Available
31386,Available
31387,Available
31388,Not Available
31389,Not Available
31390,Not Available
31391,Not Available
31392,Not Available
31393,Not Available
31394,Not Available
31395,Not Available
31396,Not Available
31397,Not Available
31398,Not Available
31399,Not Available
31400,Not Available
31401,Not Available
31402,Not Available
31403,Not Available
31404,Not Available
31405,Available
31406,Not Available
31407,Not Available
31408,Not Available
31409,Not Available
31410,Not Available
31411,Not Available
31412,Not Available
31413,Not Available
31414,Not Available
31415,Not Available
31416,Not Available
31417,Not Available
31418,Not Available
31419,Not Available
31420,Not Available
31421,Not Available
31422,Not Available
31423,Not Available
31424,Not Available
31425,Not Available
31426,Not Available
31427,Not Available
31428,Not Available
31429,Available
31430,Not Available
31431,Not Available
31432,Not Available
31433,Not Available
31434,Not Available
31435,Not Available
31436,Not Available
31437,Not Available
31438,Not Available
31439,Not Available
31440,Available
31441,Not Available
31442,Not Available
31443,Available
31444,Not Available
31445,Not Available
31446,Not Available
31447,Not Available
31448,Not Available
31449,Not Available
31450,Not Available
31451,Not Available
31452,Not Available
31453,Not Available
31454,Not Available
31455,Not Available
31456,Not Available
31457,Not Available
31458,Not Available
31459,Not Available
31460,Available
31461,Not Available
31462,Not Available
31463,Not Available
31464,Not Available
31465,Not Available
31466,Not Available
31467,Available
31468,Not Available
31469,Not Available
31470,083781405
31471,Not Available
31472,Not Available
31473,Not Available
31474,Available
31475,Not Available
31476,Not Available
31477,Not Available
31478,Not Available
31479,Not Available
31480,Not Available
31481,Not Available
31482,Not Available
31483,Not Available
31484,Not Available
31485,Not Available
31486,Not Available
31487,Not Available
31488,Not Available
31489,Not Available
31490,Not Available
31491,Not Available
31492,Not Available
31493,Not Available
31494,Available
31495,Not Available
31496,Not Available
31497,Not Available
31498,Not Available
31499,Available
31500,Not Available
31501,Not Available
31502,Available
31503,Not Available
31504,Not Available
31505,Not Available
31506,Not Available
31507,Not Available
31508,Not Available
31509,Not Available
31510,Not Available
31511,Not Available
31512,Not Available
31513,Not Available
31514,Not Available
31515,Not Available
31516,Available
31517,Not Available
31518,Not Available
31519,Not Available
31520,Not Available
31521,Not Available
31522,Not Available
31523,Not Available
31524,Available
31525,Not Available
31526,Available
31527,Not Available
31528,Not Available
31529,Available
31530,Not Available
31531,Not Available
31532,Not Available
31533,Not Available
31534,Available
31535,Not Available
31536,Available
31537,Not Available
31538,Not Available
31539,Not Available
31540,Available
31541,Not Available
31542,Not Available
31543,Not Available
31544,Not Available
31545,Not Available
31546,Available
31547,Not Available
31548,Not Available
31549,Not Available
31550,Not Available
31551,Not Available
31552,Not Available
31553,Not Available
31554,Not Available
31555,Not Available
31556,Not Available
31557,Not Available
31558,Not Available
31559,Not Available
31560,Available
31561,Not Available
31562,Not Available
31563,Not Available
31564,Available
31565,Not Available
31566,Not Available
31567,Not Available
31568,083980083R
31569,Not Available
31570,Not Available
31571,Not Available
31572,Not Available
31573,Not Available
31574,Not Available
31575,Not Available
31576,Not Available
31577,Available
31578,Available
31579,Available
31580,Not Available
31581,Available
31582,Not Available
31583,Not Available
31584,Not Available
31585,Not Available
31586,Not Available
31587,Not Available
31588,Not Available
31589,Not Available
31590,Not Available
31591,Not Available
31592,Not Available
31593,Not Available
31594,Not Available
31595,Available
31596,Not Available
31597,Not Available
31598,Not Available
31599,Not Available
31600,Not Available
31601,Not Available
31602,Not Available
31603,Not Available
31604,Not Available
31605,Not Available
31606,Not Available
31607,Available
31608,Not Available
31609,Not Available
31610,Not Available
31611,Not Available
31612,Not Available
31613,Not Available
31614,Not Available
31615,083820031
31616,Not Available
31617,Not Available
31618,Not Available
31619,Not Available
31620,Available
31621,Available
31622,Not Available
31623,Not Available
31624,Available
31625,Not Available
31626,Not Available
31627,Not Available
31628,Not Available
31629,Not Available
31630,Not Available
31631,Not Available
31632,Not Available
31633,Not Available
31634,Not Available
31635,Not Available
31636,Not Available
31637,Not Available
31638,Not Available
31639,083990045
31640,Available
31641,Not Available
31642,Available
31643,Not Available
31644,Available
31645,Not Available
31646,Not Available
31647,Not Available
31648,Not Available
31649,Not Available
31650,Not Available
31651,Not Available
31652,Not Available
31653,Not Available
31654,Not Available
31655,Not Available
31656,Not Available
31657,Available
31658,Not Available
31659,Not Available
31660,Available
31661,Not Available
31662,Not Available
31663,Not Available
31664,Not Available
31665,Available
31666,Not Available
31667,Not Available
31668,Not Available
31669,Not Available
31670,083780749
31671,Nil
31672,NIL
31673,084060004
31674,NO
31675,083781109
31676,083770058
31677,083770058
31678,-
31679,abcd
31680,083820028
31681,NO
31682,NA
31683,NO
31684,6802352012
31685,083910075
31686,nil
31687,083780116 DT 23-02-1985
31688,083780514
31689,083780514
31690,NO
31691,nil
31692,083780698 dt 04/07/2000
31693,231650853
31694,083890079
31695,APPLIED
31696,083780241
31697,083780425
31698,083780663
31699,083780558
31700,083780558
31701,083990145
31702,083780771 DATE- 03.07.200
31703,No one
31704,083780776
31705,NOT APPLIED
31706,083870220
31707,083930584
31708,Nil
31709,Nil
31710,no
31711,No
31712,083910057
31713,pan card no AFTS5771H
31714,80G
31715,no
31716,NA
31717,in prosses
31718,No
31719,F7074
31720,No
31721,NA
31722,Nil
31723,applied
31724,083870129
31725,no
31726,No
31727,f/7667(bhandara)
31728,083920019
31729,083920019
31730,0835670017
31731,No
31732,F-9205(CHA)
31733,None
31734,083920027
31735,NO
31736,no
31737,NILL
31738,083740071
31739,NO
31740,II2102294072301FCRAIII
31741,no
31742,no
31743,not registered so far
